GTIN/UPC,Price,Branded Food Category,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,package_weight,ingredients
313148,2.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,36.0,g,2 Tbsp,,"TOMATO PUREE (WATER, TOMATO PASTE), SUGAR, MOLASSES, DISTILLED VINEGAR, BARBECUE SEASONING (SALT, ONION POWDER, NATURAL HICKORY SMOKE FLAVOR, GARLIC POWDER), CARAMEL COLOR."
316361,5.99,Other Cooking Sauces,,15.0,ml,1 Tbsp,,RED WINE VINEGAR
328777,4.79,Wholesome Snacks,,40.0,g,0.25 cup,,APRICOTS SULFUR DIOXIDE ADDED FOR COLOR RETENTION.
328807,2.99,Wholesome Snacks,,40.0,g,5 PIECES,,APRICOTS.
344753,0.99,Water,,240.0,ml,8 OZA,,"NATURAL MINERAL WATER, CARBONATION ADDED."
345323,1.99,Water,,240.0,ml,8 OZA,,"NATURAL MINERAL WATER, NATURAL LEMON FLAVOR, CARBONATION ADDED."
345347,0.99,Water,,240.0,ml,8 OZA,,"NATURAL MINERAL WATER, NATURAL ORANGE FLAVOR, CARBONATION ADDED."
345453,1.99,Water,,240.0,ml,8 OZA,,"NATURAL MINERAL WATER, NATURAL MIXED BERRY FLAVOR, CARBONATED ADDED."
375313,1.99,Wholesome Snacks,,40.0,g,0.25 cup,,"ORGANIC CRANBERRIES, ORGANIC SUGAR, ORGANIC SUNFLOWER OIL."
395465,2.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"FILTERED WATER (SUFFICIENT TO RECONSTITUTE), BLUEBERRY JUICE CONCENTRATE, FILTERED WATER (SUFFICIENT TO RECONSTITUTE), BLUEBERRY JUICE CONCENTRATE. "
417471,4.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"JUICE FROM RIPE, WHOLE RED TART CHERRIES."
434652,3.99,Canned Meat,,71.0,g,0.33 cup,,"CHICKEN BREAST MEAT, WATER, SALT."
448642,1.19,Canned & Bottled Beans,,122.0,g,0.5 cup,,"PREPARED BLACK BEANS, WATER, GREEN BELL PEPPERS, ONION GARLIC PUREE (GARLIC, WATER, CITRIC ACID), SEA SALT, SPICES, RED WINE VINEGAR. "
456913,3.69,Wholesome Snacks,,40.0,g,,,"SEEDLESS GOLDEN LIGHT RAISINS, FLAME RAISINS AND JUMBO RAISINS, SULFUR DIOXIDE, SEEDLESS GOLDEN LIGHT RAISINS, FLAME RAISINS AND JUMBO RAISINS, SULFUR DIOXIDE."
467698,2.29,Iced & Bottle Tea,,240.0,ml,8 OZA,,"PURE GREEN TEA BREWED FROM WATER AND GREEN TEA LEAVES, VITAMIN C ASCORBATE, MALIC ACID."
501743,3.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"CARBONATED WATER, WHITE CHARDONNAY GRAPE JUICE (FROM CONCENTRATE), CITRIC ACID."
502351,4.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"FILTERED WATER (SUFFICIENT TO RECONSTITUTE), CHERRY JUICE CONCENTRATE."
502375,1.79,"Ketchup, Mustard, BBQ & Cheese Sauce",,5.0,g,1 tsp,,"ORGANIC GRAIN VINEGAR, WATER, ORGANIC MUSTARD SEED, SALT, ORGANIC SUGAR, ORGANIC TURMERIC, ORGANIC PAPRIKA, ORGANIC SPICES."
502610,1.19,Canned & Bottled Beans,,130.0,g,0.5 cup,,"ORGANIC GARBANZO BEANS, WATER, SEA SALT. "
502627,0.89,Canned & Bottled Beans,,130.0,g,0.5 cup,,"ORGANIC BLACK BEANS, WATER, SEA SALT."
502641,1.19,Canned & Bottled Beans,,130.0,g,0.5 cup,,"ORGANIC KIDNEY BEANS, WATER, SEA SALT."
507653,0.99,Vegetable and Lentil Mixes,,50.0,g,0.25 cup,,GREEN LENTILS
507844,3.49,Dips & Salsa,,32.0,g,2 Tbsp,,"CORN, BLACK BEANS, RED BELL PEPPERS, ONIONS, JALAPENO PEPPERS, CANE SUGAR, LIME JUICE CONCENTRATE, CHIPOTLES IN ADOBO (CHIPOTLE PEPPER, WATER, TOMATO PUREE, VINEGAR, SALT, SUGAR, ONION, GARLIC, PAPRIKA), SPICES, SEA SALT, CHIPOTLE PEPPER, GUAR GUM."
508285,3.99,"Oriental, Mexican & Ethnic Sauces",,4.0,g,1 tsp,,"GROUND RED CHILI PEPPERS, WATER, SUGAR, GROUND GARLIC, SALT, CONTAINS 2% OR LESS OF GARLIC POWDER, CULTURED DEXTROSE (FOR FRESHNESS), CITRIC ACID"
511667,3.99,Wholesome Snacks,,40.0,g,0.25 cup,,"WILD BLUEBERRIES, SUGAR, SUNFLOWER OIL."
512664,3.99,Wholesome Snacks,,40.0,g,1.4 ONZ,,PITTED DRIED BING CHERRIES.
512718,8.99,Other Cooking Sauces,,15.0,ml,1 Tbsp,,"CHAMPAGNE VINEGAR, ORANGE JUICE CONCENTRATE, SUGAR, WATER, MUSCAT GRAPE JUICE CONCENTRATE."
514385,2.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,35.0,g,2 Tbsp,,"CANE SUGAR, YELLOW MUSTARD (DISTILLED VINEGAR, WATER, MUSTARD SEED), DISTILLED VINEGAR, TOMATO PUREE (WATER, TOMATO PASTE), SEA SALT, CORN STARCH, WORCESTERSHIRE SAUCE (DISTILLED VINEGAR, MOLASSES, SEA SALT, SUGAR, SPICES, TAMARIND), MOLASSES, SPICES, GARLIC, ONION, NATURAL SMOKE FLAVOR, XANTHAN GUM."
516150,4.29,"Seasoning Mixes, Salts, Marinades & Tenderizers",,2.0,g,0.5 tsp,,"DRIED ONION, TOASTED ONION, SUGAR, SALT, GARLIC, BLACK PEPPER, SAFFLOWER OIL (TO PREVENT SEPARATION), CITRIC ACID."
517539,2.99,Wholesome Snacks,,40.0,g,1.4 ONZ,,ORGANIC DRIED MANGO.
520294,2.99,Vegetable & Cooking Oils,,15.0,ml,1 Tbsp,,CANOLA OIL.
523479,4.99,"Seasoning Mixes, Salts, Marinades & Tenderizers",,0.6,g,0.25 tsp,,SEA SALT FLAKES.
525152,2.99,Wholesome Snacks,,34.0,g,1.2 ONZ,,"FUJI APPLE, FREEZE DRIED FUJI APPLES WITH PEEL, ASCORBIC ACID (VITAMIN C FOR FRESHNESS), CITRIC ACID."
525442,2.29,Plant Based Water,,240.0,ml,8 OZA,,ORGANIC COCONUT WATER.
526197,4.99,"Pickles, Olives, Peppers & Relishes",,89.0,g,0.33 cup,,"BEETS, WATER, RED WINE VINEGAR, SUGAR, SPICES, EXTRA VIRGIN OLIVE OIL, SEA SALT, BEETS, WATER, RED WINE VINEGAR, SUGAR, SPICES, EXTRA VIRGIN OLIVE OIL, SEA SALT."
531382,2.99,Plant Based Water,,240.0,ml,8 OZA,,"COCONUT WATER (FROM CONCENTRATE), ALOE VERA JUICE (ALOE VERA INNER LEAF POWDER, ALOE VERA JUICE WITH PULP)."
531863,1.19,Canned & Bottled Beans,,130.0,g,0.5 cup,,"PREPARED WHITE KIDNEY BEANS, WATER, SALT AND CALCIUM CHLORIDE TO MAINTAIN FIRMNESS."
531870,4.49,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"ORGANIC POMEGRANATE JUICE, ORGANIC TART CHERRY JUICE, ORGANIC BLACK MULBERRY JUICE, ORGANIC RED GRAPE JUICE, ORGANIC PURPLE CARROT JUICE, ORGANIC CRANBERRY JUICE, ORGANIC BLUEBERRY JUICE."
532617,4.99,Wholesome Snacks,,60.0,g,2.11 ONZ,,"COCONUT, PINEAPPLE, MANGO, JACKFRUIT, RICE BRAN OIL, SUGAR, SALT."
537285,1.5,"Chips, Pretzels & Snacks",,28.0,g,1 ONZ,,"WHOLE BLACK BEANS, SUNFLOWER OIL, RICE, SALT, CALCIUM CARBONATE, VITAMIN C (ASCORBYL FOR FRESHNESS), WHOLE BLACK BEANS, SUNFLOWER OIL, RICE, SALT, CALCIUM CARBONATE, VITAMIN C (ASCORBYL FOR FRESHNESS)."
537698,6.49,Other Grains & Seeds,,30.0,g,3 Tbsp,,RAW SHELLED HEMP SEED.
537995,3.49,"Ketchup, Mustard, BBQ & Cheese Sauce",,34.0,g,2 Tbsp,,"ORGANIC TOMATO PUREE (WATER, ORGANIC TOMATO PASTE), ORGANIC SUGAR, ORGANIC JALAPENO PUREE (ORGANIC RED JALAPENO PEPPERS, SEA SALT, ORGANIC DISTILLED VINEGAR, CALCIUM CHLORIDE), ORGANIC DISTILLED VINEGAR, ORGANIC MOLASSES, NATURAL HICKORY SMOKE FLAVOR, ORGANIC ROASTED GARLIC, ORGANIC CORNSTARCH, ORGANIC WORCESTERSHIRE SAUCE (ORGANIC DISTILLED VINEGAR, ORGANIC MOLASSES, WATER, ORGANIC SUGAR, SEA SALT, ORGANIC CARAMEL COLOR, ORGANIC GARLIC POWDER, ORGANIC SPICES [ORGANIC ALLSPICE, ORGANIC NUTMEG,ORGANIC CLOVE, ORGANIC GINGER], ORGANIC CAYENNE PEPPERS, ORGANIC BLACK PEPPER, XANTHAN GUM), ORGANIC GARLIC PUREE (ORGANIC GARLIC, WATER), ORGANIC GARLIC POWDER, SALT, ORGANIC ONION POWDER, ORGANIC CARAMEL COLOR, ORGANIC GARLIC, ORGANIC HABANERO PEPPER POWDER, XANTHAN GUM."
542050,3.99,Soda,,355.0,ml,1 BOTTLE,,"WATER, SUGAR, GINGER JUICE, LIME JUICE CONCENTRATE, LEMON JUICE CONCENTRATE, NATURAL GINGER ALE FLAVOR, NATURAL FLAVORS, GINGER EXTRACT."
544191,3.99,Other Grains & Seeds,,30.0,g,2 Tbsp,,"SPROUTED BUCKWHEAT GROATS, SPROUTED MILLET, CHIA SEED, GOLDEN FLAX SEED, ORGANIC RED QUINOA, SHELLED HEMP SEED, ORGANIC AMARANTH."
544528,1.99,Chili & Stew,,30.0,g,2 Tbsp,,"GREEN CHILE PEPPERS, WATER, CONTAINS LESS THAN 2% OF CALCIUM CHLORIDE, CITRIC ACID (ACIDITY REGULATOR), SALT."
545198,4.49,Canned Meat,,15.0,g,1 Tbsp,,"COOKED APPLEWOOD SMOKED UNCURED BACON NO NITRATES OR NITRITES ADDED EXCEPT FOR THOSE NATURALLY OCCURRING IN CELERY POWDER (PORK BELLIES, WATER, SODIUM LACTATE, SALT, TURBINADO SUGAR, SPICE EXTRACTIVES [CINNAMON, CLOVE, CAPSICUM], CELERY POWDER), ONIONS, DARK BROWN SUGAR, APPLE CIDER VINEGAR, CANE SUGAR, GARLIC POWDER, PECTIN, CITRIC ACID (FOR FRESHNESS), VEGETARIAN FLAVOR (NATURAL FLAVOR [CONTAINS AUTOLYZED YEAST EXTRACT], SALT, NATURAL SMOKE FLAVOR), ORGANIC CARAMEL COLOR."
545648,2.99,Plant Based Water,,240.0,ml,8 OZA,,"MAPLE WATER (SAP), MAPLE WATER (SAP)."
548618,3.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,5.0,g,1 tsp,,"WATER, ORGANIC JALAPENO PEPPER PUREE, TOMATILLO PUREE, WHITE DISTILLED VINEGAR, CANE SUGAR, CILANTRO PUREE (CILANTRO, VEGETABLE OIL [CANOLA OIL AND/OR OLIVE OIL], CITRIC ACID [FOR FRESHNESS]), SALT, GARLIC PUREE (GARLIC, WATER), GARLIC, SPINACH POWDER, LIME JUICE CONCENTRATE, HABANERO PEPPER POWDER, XANTHAN GUM."
549721,2.99,"Pickles, Olives, Peppers & Relishes",,15.0,g,4 OLIVES,,"ORGANIC PITTED OLIVES, WATER, SALT, ORGANIC EXTRA VIRGIN OLIVE OIL, LACTIC ACID."
550086,2.99,Wholesome Snacks,,90.0,g,1 POUCH,,"ORGANIC APPLE PUREE, ASCORBIC ACID (VITAMIN C FOR FRESHNESS)."
550857,2.79,"Chips, Pretzels & Snacks",,28.0,g,1 ONZ,,"PLANTAINS, PALM OLEIN."
555463,3.99,Salad Dressing & Mayonnaise,,30.0,g,2 Tbsp,,"EXTRA VIRGIN OLIVE OIL, BALSAMIC VINEGAR (CONTAINS SULFITES), THYME HONEY."
555500,3.99,Honey,,21.0,g,1 Tbsp,,"HONEY, BLACK SUMMER TRUFFLE PIECES, NATURAL MUSHROOM FLAVOR."
556309,10.99,Vegetable & Cooking Oils,,15.0,ml,1 Tbsp,,EXTRA VIRGIN OLIVE OIL
558600,2.49,"Ketchup, Mustard, BBQ & Cheese Sauce",,17.0,g,1 Tbsp,,"ORGANIC TOMATO PUREE, ORGANIC SUGAR, ORGANIC WHITE VINEGAR, SALT, ORGANIC ONION POWDER, ORGANIC SPICES."
558617,4.49,Other Soups,,240.0,ml,1 cup,,"BUTTERNUT PUREE, WATER, ORGANIC SOYMILK (WATER, ORGANIC SOYBEANS), CANE SUGAR, SEA SALT, EXPELLER PRESSED CANOLA OIL, RICE FLOUR, NATURAL FLAVOR, ONION POWDER, GARLIC POWDER, GINGER POWDER."
561228,3.99,Dips & Salsa,,28.0,g,2 Tbsp,,"COOKED GARBANZO BEANS (GARBANZO BEANS, WATER), SRIRACHA SAUCE (RED CHILI PEPPER, VINEGAR, SUGAR, GARLIC, SALT), TAHINI PASTE (GROUND SESAME SEED), EXPELLER PRESSED CANOLA OIL, LEMON JUICE CONCENTRATE, GRANULATED GARLIC, SEA SALT, CUMIN, WHITE PEPPER."
570190,2.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"FILTERED WATER, APPLE JUICE CONCENTRATE, ORANGE JUICE CONCENTRATE, PINEAPPLE JUICE CONCENTRATE, WHITE GRAPE JUICE CONCENTRATE, PEACH PUREE CONCENTRATE, MANGO JUICE CONCENTRATE, CITRIC ACID, NATURAL FLAVORS, AND ASCORBIC ACID (VITAMIN C). "
570596,3.49,Dips & Salsa,,28.0,g,2 Tbsp,,"TOMATOES, WATER, DOUBLE ROASTED ANAHEIM PEPPERS, ONIONS, CILANTRO, CIDER VINEGAR, JALAPENOS, LIME JUICE, SEA SALT, GARLIC, CUMIN, BLACK PEPPER."
592277,3.29,"Granulated, Brown & Powdered Sugar",,30.0,g,0.25 cup,,ORGANIC EVAPORATED CANE JUICE. ORGANIC TAPIOCA STARCH.
599412,3.49,Other Grains & Seeds,,42.0,g,0.25 cup,,ORGANIC WHITE QUINOA. 
646659,2.99,Wholesome Snacks,,40.0,g,2 PIECES,,"BANANAS, SULFUR DIOXIDE, BANANAS, SULFUR DIOXIDE (ADDED FOR FRESHNESS)."
670104,2.29,Plant Based Milk,,240.0,ml,8 OZA,,"WATER, WHOLE ORGANIC SOYBEANS."
681285,12.99,Vegetable & Cooking Oils,,15.0,ml,1 Tbsp,,CALIFORNIA ARBEQUINA OLIVE OIL.
693752,3.99,Plant Based Milk,,240.0,ml,8 OZA,,"ORGANIC SOYMILK (FILTERED WATER, WHOLE ORGANIC SOYBEANS), ORGANIC EVAPORATED CANE JUICE, TRICALCIUM PHOSPHATE, ORGANIC COCOA POWDER, ORGANIC VANILLA FLAVOR, SEA SALT, CARRAGEENAN, VITAMIN A PALMITATE, VITAMIN D2, RIBOFLAVIN (B2)."
714563,3.99,Other Soups,,70.3,g,1 BOWL,,"RICE NOODLES (RICE, WATER), SEASONING MIX (SUGAR, GARLIC POWDER, SALT, MUSHROOM POWDER, AUTOLYZED YEAST EXTRACT, SPRING ONION FLAKE, PEPPER), DRIED VEGETABLE PACKET (FREEZE DRIED MUSHROOM, FREEZE DRIED CORN, FREEZE DRIED CARROT), OIL SACHET (RICE BRAN OIL, GARLIC)."
728508,1.99,Pizza Mixes & Other Dry Dinners,,150.0,g,0.5 PACKAGE,,"CHICKPEAS, TOMATOES, ONIONS, WATER, SUNFLOWER OIL, GINGER, GARLIC, CORIANDER, CUMIN, SALT, BLACK PEPPER, CINNAMON, CARDAMOM, CLOVE, GREEN CHILI, RED CHILI POWDER, FENNEL, TURMERIC, CHICKPEAS, TOMATOES, ONIONS, WATER, SUNFLOWER OIL, GINGER, GARLIC, CORIANDER, CUMIN, SALT, BLACK PEPPER, CINNAMON, CARDAMOM, CLOVE, GREEN CHILI, RED CHILI POWDER, FENNEL TURMERIC."
765152,3.99,"Granulated, Brown & Powdered Sugar",,4.0,g,1 tsp,,ORGANIC EVAPORATED CANE JUICE.
774093,3.99,"Entrees, Sides & Small Meals",,74.0,g,0.5 cup,,"LONG GRAIN BROWN RICE, GRAPE SEED OIL."
796149,3.49,Dips & Salsa,,34.0,g,2 Tbsp,,"CORN SUGAR, ONIONS RED BELL PEPPERS JALAPENO PEPPERS DISTILLED VINEGAR, CRUSHED RED PEPPERS, BLACK PEPPER, CORIANDER SEED, MUSTARD SEED SALT, GUAR GUM."
802291,10.99,Alcohol,,60.0,ml,,,"WATER, SUGAR, CITRIC ACID, LEMON AND LIME JUICE CONCENTRATE, NATURAL FLAVOR, GUM ACACIA, CARAMEL COLOR"
809979,1.99,Wholesome Snacks,,40.0,g,,,"SWEETENED DRIED CRANBERRIES (CRANBERRIES, SUGAR, EXPELLER PRESSED CRANBERRY SEED OIL)."
810760,2.99,Other Soups,,240.0,ml,,,"WATER, SWEET CORN, POTATOES, ONIONS, HONEY, ROASTED POBLANO PEPPERS, CILANTRO, SEA SALT, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL."
810807,4.49,Other Soups,,240.0,ml,,,"WATER, SWEET POTATOES, POTATOES, CARROTS, PARSNIPS, HONEY, ORGANIC EVAPORATED CANE SUGAR (NATURAL MILLED CANE SUGAR), SEA SALT, EXPELLER PRESSED CANOLA OIL, AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL."
815949,5.99,"Pepperoni, Salami & Cold Cuts",,56.0,g,,,"TURKEY BREAST, WATER, CONTAINS LESS THAN 2% OF SEA SALT, EVAPORATED CANE SYRUP, VINEGAR, CARRAGEENAN."
815963,5.99,"Pepperoni, Salami & Cold Cuts",,56.0,g,,,"TURKEY BREAST, WATER, CONTAINS LESS THAN 2% OF SEA SALT, EVAPORATED CANE SYRUP, VINEGAR, CARRAGEENAN."
816649,3.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,,,"FILTERED SPARKLING WATER (SUFFICIENT TO RECONSTITUTE), JUICE CONCENTRATES (BLUEBERRY, APPLE, PEAR AND WHITE GRAPE), NATURAL FLAVORS."
854252,2.49,"Pickles, Olives, Peppers & Relishes",,18.0,g,,,"MANGO, SUGAR, RED BELL PEPPER, WATER, RED WINE VINEGAR, RAISINS, GINGER, TAPIOCA STARCH, CAYENNE PEPPER, SEA SALT, LOCUST BEAN GUM, XANTHAN GUM."
860932,2.99,Plant Based Milk,,240.0,ml,,,"FILTERED WATER, BROWN RICE (PARTIALLY MILLED), EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, NATURAL VANILLA FLAVOR WITH OTHER NATURAL FLAVORS, SEA SALT, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12)."
860956,2.99,Plant Based Milk,,240.0,ml,,,"FILTERED WATER, ORGANIC BROWN RICE (PARTIALLY MILLED), ORGANIC EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, SEA SALT, VITAMIN A PALIMTATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12), FILTERED WATER, ORGANIC BROWN RICE (PARTIALLY MILLED), ORGANIC EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, SEA SALT, VITAMIN A PALIMTATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12)."
860970,2.99,Plant Based Milk,,240.0,ml,,,"FILTERED WATER, BROWN RICE (PARTIALLY MILLED), EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, NATURAL VANILLA FLAVOR WITH OTHER NATURAL FLAVORS, SEA SALT, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12)."
868631,4.69,"Pepperoni, Salami & Cold Cuts",,56.0,g,,,"PORK, WATER, VINEGAR, KOSHER SALT, TURBINADO SUGAR, MOLASSES, *CELERY POWDER, SPICE EXTRACTIVES."
878050,3.99,"Jam, Jelly & Fruit Spreads",,20.0,g,,17.5 oz/496 g,"RASPBERRIES, LIQUID SUGAR (SUGAR, WATER), SUGAR, LEMON JUICE CONCENTRATE, PECTIN."
885911,13.95,Other Grains & Seeds,,15.0,g,,,"GOLDEN ROASTED MILLED FLAX SEED, MILLED ROASTED FLAXSEED, BLUEBERRIES, CORN STARCH, MALTODEXTRIN, CANE SUGAR, NATURAL FLAVORS, SUNFLOWER LECTHIN."
899857,3.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,,,"FILTERED SPARKLING WATER (SUFFICIENT TO RECONSTITUTE), JUICE CONCENTRATES (APPLE, POMEGRANATE, RED GRAPE AND BLACK CURRANT), NATURAL FLAVORS."
906425,3.99,Dips & Salsa,,30.0,g,,,"GARBANZO BEANS (GARBANZO BEANS, WATER, SALT), TAHINI (GROUND SESAME SEEDS), WATER, CANOLA OIL AND/OR SAFFLOWER OIL, GARLIC, CONCENTRATED LEMON JUICE, SALT, PINE NUTS, PHOSPHORIC, ACETIC AND MALIC ACIDS, CULTURED DEXTROSE (PRESERVES FRESHNESS), OLIVE OIL, SPICES, DEHYDRATED RED BELL PEPPER, DEHYDRATED PARSLEY."
908597,1.99,Canned Soup,"NOT A SIGNIFICANT SOURCE OF TRANS FAT, DIETARY FIBER, VITAMIN A, VITAMIN C, CALCIUM AND IRON.",9.600000381469728,g,,4.06 oz/115 g,"CHICKEN STOCK, MALTODEXTRIN (CORN), NATURAL FLAVOR, CHICKEN FAT, SUGAR, SALT, YEAST EXTRACT, XANTHAN GUM."
909761,2.99,"Pickles, Olives, Peppers & Relishes",,14.0,g,,,"OLIVES, WATER, SALT, FEROUS GLUCONATE (TO STABILIZE COLOR)."
910729,3.99,"Pickles, Olives, Peppers & Relishes",,28.0,g,,,"ORGANIC CUCUMBERS, WATER, ORGANIC VINEGAR, SALT, DEHYDRATED ORGANIC GARLIC, CALCIUM CHLORIDE, NATURAL FLAVORS, ORGANIC TURMERIC (COLOR)."
912167,3.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,200.0,ml,,,"FILTERED WATER, APPLE JUICE CONCENTRATE, NATURAL FLAVORS, ASCORBIC ACID (VITAMIN C)."
